lon,short_name,name,eightd_station_services,capacity,eightd_has_key_dispenser,has_kiosk,station_type,lat,electric_bike_surcharge_waiver,legacyID,stationID,externalID,dockless_bikes_parking_zone_capacity,address,rack_model,region_code,client_station_id
-87.699368,undefined,Francisco Ave & Bloomingdale Ave,[],9,false,false,lightweight,41.913959,false,1594046409578074834,1594046409578074834,motivate_CHI_1594046409578074834,9,"Yates Elementary School, West Bloomingdale Avenue, Logan Square, Chicago, Cook County, Illinois, 60647, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594046409578074834
-87.707963,undefined,Spaulding Ave & 16th St,[],9,false,false,lightweight,41.85892,false,1561012895895892552,1561012895895892552,motivate_CHI_1561012895895892552,9,"North Lawndale College Prep Charter - Christiana, West 16th Street, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1561012895895892552
-87.7959613,undefined,Oak Park & Wellington,[],9,false,false,lightweight,41.934586,false,1563698718386161690,1563698718386161690,motivate_CHI_1563698718386161690,9,"6816, West Wellington Avenue, Beat 2511, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1563698718386161690
-87.7109257,undefined,Homan Ave & Fillmore St,[],9,false,false,lightweight,41.868114,false,1561012891600925250,1561012891600925250,motivate_CHI_1561012891600925250,9,"Homan & Fillmore SB, South Homan Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1561012891600925250
-87.7788824,undefined,Meade Ave & Addison St,[],9,false,false,lightweight,41.9459174,false,1571105063705518106,1571105063705518106,motivate_CHI_1571105063705518106,9,"3607, North Meade Avenue, Martin Luther, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1571105063705518106
-87.7509517,undefined,Lavergne Ave & Division St,[],9,false,false,lightweight,41.9021335,false,1575949498093662914,1575949498093662914,motivate_CHI_1575949498093662914,9,"Robert LeFlore Jr Post Office Branch, 5001, West Division Street, Austin, Chicago, Cook County, Illinois, 60651, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1575949498093662914
-87.701051,undefined,Elston Ave & Henderson St,[],9,false,false,lightweight,41.941499,false,1594046418168009436,1594046418168009436,motivate_CHI_1594046418168009436,9,"2900, West Henderson Street, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594046418168009436
-87.6531893,undefined,N Carpenter St & W Lake St,[],6,false,false,lightweight,41.885586,false,1436495105198659246,1436495105198659246,motivate_CHI_1436495105198659246,6,"1023, West Lake Street, Near West Side, Chicago, Cook County, Illinois, 60661, United States of America",CITY_PILOT_RACK,CHI,motivate_CHI_1436495105198659246
-87.695392,undefined,California & 16th St,[],9,false,false,lightweight,41.857367,false,1594046405283107528,1594046405283107528,motivate_CHI_1594046405283107528,9,"2744, West 18th Street, North Lawndale, Chicago, Cook County, Illinois, 60608, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594046405283107528
-87.7344142,undefined,Kenneth Ave & 50th St,[],6,false,false,lightweight,41.8023156,false,1594041785694887806,1594041785694887806,motivate_CHI_1594041785694887806,6,"4454, West 50th Street, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594041785694887806
-87.697852,undefined,California Ave & Winona St,[],6,false,false,lightweight,41.974712,false,1594046439642845942,1594046439642845942,motivate_CHI_1594046439642845942,6,"Anderson Pavilion, 2751, West Winona Street, Bowmanville, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594046439642845942
-87.705263,undefined,Albany Ave & Belmont Ave,[],9,false,false,lightweight,41.939638,false,1594046418168009438,1594046418168009438,motivate_CHI_1594046418168009438,9,"3216, North Albany Avenue, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1594046418168009438
-87.7621632,undefined,Long & Irving Park,[],9,false,false,lightweight,41.953038,false,1571105055115583496,1571105055115583496,motivate_CHI_1571105055115583496,9,"vehicle storage, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",CITY_PILOT_RACK,CHI,motivate_CHI_1571105055115583496
